Collector,Site,Julian,Year,Date,DateCollector,Location,Number,OldNumber,PIT,PITnew,BurrowNo,Burrow Synonym,Lat,Long,Status,EstimatedAge,KnownAge,Sex,AgeSex,ReproSex,Mass,Clmax,Clmid,BridgeWidth,Thickness,Pltotal,Plmid,TotalLength,Concavity,Plasma,UDBA,BloodT,CaptureTime,Nasal,Nail,Pics,BKA,Nares,Eyes,EyeLids,PerioC,Conjunctive,URTDscarring,DateTrapSet,DateTrapSetJG,Comments,Comments2
Guyer,1,34139,1993,19-Jun-93,6/19/1993,Conecuh National Forest,106,106,,,204,,31.16014000,-86.55532000,R,-,,F,F,F,2887,26.0,,,,25.7,,,,,,,,,,,,,,,,,,,,too worn; adult,
Guyer,1,34506,1994,21-Jun-94,6/21/1994,Conecuh National Forest,106,106,,,903,,31.15826400,-86.55286400,R,-,,F,F,F,2948,26.2,,,,25.7,,,,,,,,,,,,,,,,,,,,old,
Guyer,1,35275,1996,29-Jul-96,7/19/1996,Conecuh National Forest,106,106,,,986,,31.15850800,-86.55249400,R,-,,F,F,F,2790,26.0,,,,25.5,,,,,,,,,,,,,,,,,,,,more than 13; probably over 20,
Guyer,1,35653,1997,11-Aug-97,8/11/1997,Conecuh National Forest,106,106,,,999,,31.16017000,-86.55507000,R,-,,F,F,F,,29.3,,,,27.3,,,,,,,,,,,,,,,,,,,,more than 18,
Goessling,1,41414,2013,20-May-13,20130520,Conecuh National Forest,106,106,,,799,,31.15860,-86.55331,R,>,,F,F,F,3220.9,26.2,,206,105,23.3,27.4,,3,Y,,NA- IN LAB,NA,Y,N,-,80.2,,,,,,,20-May-13,20130520,BU02,
Goessling,1,41438,2013,13-Jun-13,20130613,Conecuh National Forest,106,106,,,753,,31.158705,-86.553572,R,>,,F,F,F,3182.6,26.2,,208,108,23.2,27.3,,3,Y,,-,NA,N,Y,48-52,,,,,,,,10-Jun-13,20130610,BU10,
Goessling,1,41451,2013,26-Jun-13,20130626,Conecuh National Forest,106,106,,,BU39,,NA,NA,R,>,,F,F,F,,,,,,,,,,,,-,NA,-,-,-,,,,,,,,25-Jun-13,20130625,BU39,Coordinates missing
Guyer,1,33853,1992,6-Sep-92,9/6/1992,Conecuh National Forest,110,110,,,205,,31.15973896,-86.55491230,N,17,,M,M,M,2724,24.3,,,,24.2,,,,,,,,,,,,,,,,,,,,too worn to count rings,
Guyer,1,33857,1992,10-Sep-92,9/10/1992,Conecuh National Forest,110,110,,,243,,31.15903000,-86.55404800,R,17,,M,M,M,2720,24.0,,,,24.2,,,,,,,,,,,,,,,,,,,,more than 17; too worn,
Guyer,1,34201,1993,20-Aug-93,8/20/1993,Conecuh National Forest,110,110,,,294,,31.16023500,-86.55507500,R,18,,M,M,M,2729,24.4,,,,24.1,,,,,,,,,,,,,,,,,,,,too worn to count rings,
Guyer,1,34523,1994,8-Jul-94,7/8/1994,Conecuh National Forest,110,110,,,243,,31.15903000,-86.55404800,R,19,,M,M,M,2810,24.3,,,,24.1,,,,,,,,,,,,,,,,,,,,more than 10; worn,
Guyer,1,35265,1996,19-Jul-96,7/19/1996,Conecuh National Forest,110,110,,,220,,31.15947912,-86.55463405,R,21,,M,M,M,2723,24.2,,,,23.9,,,,,,,,,,,,,,,,,,,,more than 14,
Guyer,1,36017,1998,10-Aug-98,8/10/1998,Conecuh National Forest,110,110,,,761,,31.15914344,-86.55588281,R,23,,M,M,M,2668,24.5,,,,23.9,,,,,,,,,,,,,,,,,,,,more than 15,
Guyer,1,33852,1992,5-Sep-92,9/5/1992,Conecuh National Forest,112,112,,,517,,31.15943200,-86.55531100,N,12,12,F,JF,J,640,14.8,,,,14.6,,,,,,,,,,,,,,,,,,,,mass = 626 g after urination,
Guyer,1,34196,1993,15-Aug-93,8/15/1993,Conecuh National Forest,112,112,,,613,,31.15941900,-86.55517400,R,13,13,F,JF,J,776,15.7,,,,15.5,,,,,,,,,,,,,,,,,,,,,
Guyer,1,35648,1997,6-Aug-97,8/6/1997,Conecuh National Forest,120,120,,,158,,31.15868600,-86.55345000,N,16,,F,JF,J,,20.3,,,,20.2,,,,,,,,,,,,,,,,,,,,age is approximate,
Guyer,1,34202,1993,21-Aug-93,8/21/1993,Conecuh National Forest,137,137,,,235,,31.15898400,-86.55617600,N,23,,F,F,F,2439,23.2,,,,23.4,,,,,,,,,,,,,,,,,,,,more than 23; worn,
Guyer,1,34508,1994,23-Jun-94,6/23/1994,Conecuh National Forest,137,137,,,294,,31.16023500,-86.55507500,R,24,,F,F,F,2564,22.6,,,,23.3,,,,,,,,,,,,,,,,,,,,more than 19,
Guyer,1,34511,1994,26-Jun-94,6/26/1994,Conecuh National Forest,137,137,,,613,,31.15941900,-86.55517400,R,24,,F,F,F,2525,22.9,,,,23.1,,,,,,,,,,,,,,,,,,,,more than 17; too worn to count,
Guyer,1,35654,1997,12-Aug-97,12-Aug-97,Conecuh National Forest,137,137,,,992,,31.15876900,-86.55407700,R,18,,F,F,F,,22.5,,,,23.7,,,6,,,,,,,,,,,,,,,,,Documented on Google Drive,
Guyer,1,34207,1993,26-Aug-93,8/26/1993,Conecuh National Forest,139,139,,,671,,NA,NA,N,7,7,J,J,J,374,12.5,,,,12.4,,,,,,,,,,,,,,,,,,,,,No coordinates
Guyer,1,34215,1993,3-Sep-93,9/3/1993,Conecuh National Forest,141,141,,,532,,31.15938400,-86.55488700,N,4,4,F,JF,J,218,10.5,,,,10.3,,,,,,,,,,,,,,,,,,,,,
Guyer,1,34515,1994,30-Jun-94,6/30/1994,Conecuh National Forest,141,141,,,532,,31.15938400,-86.55488700,R,5,5,F,JF,J,272,10.7,,,,10.8,,,,,,,,,,,,,,,,,,,,,
Guyer,1,35263,1996,17-Jul-96,7/17/1996,Conecuh National Forest,141,141,,,532,,31.15938400,-86.55488700,R,7,7,F,JF,J,398,13.1,,,,12.9,,,,,,,,,,,,,,,,,,,,,
Guyer,1,36014,1998,7-Aug-98,8/7/1998,Conecuh National Forest,141,141,,,517,,31.15943200,-86.55531100,R,9,9,F,JF,J,905,17.2,,,,17.1,,,,,,,,,,,,,,,,,,,,,
Guyer,1,35663,1997,21-Aug-97,8/21/1997,Conecuh National Forest,200,200,,,895,,NA,NA,N,4,4,J,J,J,150,8.8,,,,8.6,,,,,,,,,,,,,,,,,,,,,
Guyer,1,34524,1994,9-Jul-94,7/9/1994,Conecuh National Forest,202,202,,,539,,31.15983200,-86.55430200,N,>,,F,F,F,3017,25.3,,,,24.6,,,,,,,,,,,,,,,,,,,,too worn to count rings,
Guyer,1,35649,1997,7-Aug-97,8/7/1997,Conecuh National Forest,202,202,,,883,,31.15874400,-86.55342700,R,>,,F,F,F,,25.6,,,,24.6,,,,,,,,,,,,,,,,,,,,more than 18,
Guyer,1,36013,1998,6-Aug-98,8/6/1998,Conecuh National Forest,214,214,,,NA,,NA,NA,N,18,,F,F,F,2637,24.6,,,,24.3,,,,,,,,,,,,,,,,,,,,,
Goessling,1,41415,2013,21-May-13,20130521,Conecuh National Forest,222,222,,,771,,31.15854,-86.553513,N,>,,M,M,M,2917.9,25.0,,188,110,23.3,26.7,,10,Y,,NA- IN LAB,NA,Y,N,-,58.9,,,,,,,20-May-13,20130520,BU03,
Goessling,1,41436,2013,11-Jun-13,20130611,Conecuh National Forest,222,222,,,736,,31.158703,-86.553851,R,>,,M,M,M,2900,25.4,,183,110,23.2,26.7,,11,Y,,120,NA,N,N,2-6,35.7,,,,,,,10-Jun-13,20130610,BU06,
Goessling,1,41438,2013,13-Jun-13,20130613,Conecuh National Forest,222,222,,,748,,31.158681,-86.554176,R,>,,M,M,M,2668,24.9,,182,119,23.3,26.6,,12,Y,,182,NA,N,Y,35-38,-,,,,,,,11-Jun-13,20130611,BU18,
Goessling,1,41414,2013,20-May-13,20130520,Conecuh National Forest,223,223,,,737,,31.15903000,-86.55374000,N,19,,F,F,F,3448,25.7,,205,110,23.7,27.4,,4,Y,,NA- IN LAB,NA,Y,N,-,56,,,,,,,20-May-13,20130520,BU04,
Goessling,1,41437,2013,12-Jun-13,20130612,Conecuh National Forest,223,223,,,206,,31.15941434,-86.55394622,R,>,,F,F,F,3165.3,26.0,,205,110,23.5,26.5,,6,Y,,180,NA,N,y,20-22,,,,,,,,11-Jun-13,20130611,BU14,
Goessling,1,41415,2013,21-May-13,20130521,Conecuh National Forest,224,224,,,736,,31.158703,-86.553851,N,23,,M,M,M,3127.4,25.4,,190,104,23.3,27.1,,15,Y,,NA- IN LAB,NA,Y,N,-,79,,,,,,,20-May-13,20130520,BU06,
Goessling,1,41437,2013,12-Jun-13,20130612,Conecuh National Forest,224,224,,,799,,31.15860,-86.55331,R,>,,M,M,M,3110,25.2,,190,115,23.2,27.2,,15,Y,,170,NA,N,Y,7-15,,,,,,,,10-Jun-13,20130610,BU02,
Goessling,1,41440,2013,15-Jun-13,20130615,Conecuh National Forest,224,224,,,747,,31.15853,-86.554305,R,23,,M,M,M,3032,26.1,,189,120,23.2,27.1,,14,Y,,118,NA,N,N,105-110,37,,,,,,,13-Jun-13,20130613,BU22,
Goessling,1,41451,2013,26-Jun-13,20130626,Conecuh National Forest,224,224,,,BU33,,NA,NA,R,NA,,M,M,M,,,,,,,,,,,,-,NA,-,-,-,,,,,,,,25-Jun-13,20130625,BU33,Coordinates missing
Goessling,1,42578,2016,27-Jul-16,7272016,Conecuh National Forest,224,224,,,228.2,,31.15869,-86.55384,R,>25,,M,M,M,3114.5,26.4,,190,120,25.5,23.4,27.4,15,y,udb,150,morning 1030,n,n,1568-1570,,0,0,0,0,0,,25-Jul-16,7252016,stressed in trap,
Goessling,1,43029,2017,21-Oct-17,10212017,Conecuh National Forest,224,224,,,796,,31.15837770,-86.55308656,R,>24 (OLD),,M,M,M,3194,26.4,,192,127,25.4,23.4,27.4,15,Y,N,300,9:00,N,N,2082-2089,,0,0,0,0,0,MILD ASYMM,16-Oct-17,10162017,IN TRAP OVERNIGHT,
Goessling,1,43327,2018,15-Aug-18,8152018,Conecuh National Forest,224,224,43-162858,Y,753,,31.158705,-86.553572,R,>30,,M,M,M,3353,26.0,26.0,191,117,25.7,23.3,27.5,15,Y,UDB,283,1433,no,no,JG phone,,0,0,0,0,0,N,15-Aug-18,8152018,,
Goessling,1,43332,2018,20-Aug-18,8202018,Conecuh National Forest,224,224,3-162858,N,750,,31.15932800,-86.55398800,R,old,,M,M,M,3302,,,, ,,,, , , , , , , , ,, , , , , , ,19-Aug-18,8192018,SHORT TERM RECAP,
Goessling,1,41437,2013,12-Jun-13,20130612,Conecuh National Forest,225,225,,,771,,31.15854,-86.553513,N,old,,F,F,F,3422.6,26.0,,207,115,24.0,27.5,,5,N,,,NA,Y,Y,16-19,,,,,,,,10-Jun-13,20130610,BU03,
Goessling,1,42537,2016,16-Jun-16,6162016,Conecuh National Forest,225,225,,,737,,31.15903000,-86.55374000,R,old,,F,F,F,3340,26.7,,207,116,25.4,24.1,27.8,3,y,ub,146.00,,n,n,1441-1445,,0,0,0,0,0,,16-Jun-16,6132016,stressed in trap. Broke 2 on front right and 1 on front left claws,
Goessling,1,43987,2020,5-Jun-20,06/05/20,Conecuh National Forest,225,225,43-182761,Y,780,,31.15882,-86.55376,R,old,,F,F,F,3513,26.6,26.6,208,118,25.6,24.1,27.7,5,Y,,<300s,15:14,,,JG Phone,,0,0,0,0,0,0,4-Jun-20,06/04/20,Stressed/foamy; eggs palped; 6 eggs,
Goessling,1,41437,2013,12-Jun-13,20130612,Conecuh National Forest,226,226,,,BU17,,31.158794,-86.554932,N,old,,F,F,F,4955.9,29.0,,223,130,26.0,30.5,,7,Y,,180,NA,Y,Y,23-25,12.6,,,,,,,12-Jun-13,20130612,BU17,
Goessling,1,42538,2016,17-Jun-16,6172016,Conecuh National Forest,226,226,,,211,,31.15923,-86.55566,R,old,,F,F,F,4982.7,29.9,,223,128,28.3,26.3,30.8,7,y,ub,122.00,,n,n,1446-1450,,0,0,0,0,0,,17-Jun-16,6162016,"filed and drilled (drill at ""30"", 1 rear L margnial); broken nuchal scute",
Goessling,1,42577,2016,26-Jul-16,7262016,Conecuh National Forest,226,226,,,228.1,,31.15903,-86.55488,R,old,,F,F,F,4870.4,,,,,,,,,y,udb,45,morning 1044,n,n,,,,,,,,,25-Jul-16,7252016,,
Goessling,1,43327,2018,15-Aug-18,8152018,Conecuh National Forest,226,226,43-162899,Y,760,,31.15800,-86.55497,R,old,,F,F,F,5002,29.8,29.3,222,130,28.3,26.3,30.2,8,Y,N,120,1454,no,no,JG phone,,0,0,0,,0,N,13-Aug-18,8132018,STRESSED IN TRAP,
Goessling,1,43987,2020,5-Jun-20,06/05/20,Conecuh National Forest,226,226,43-162899,N,749,,31.15865,-86.55479,R,old,,F,F,F,5478.6,30.0,29.6,223,125,28.3,26.3,30.8,9,Y,,80s,15:23,,,JG Phone,,0,0,0,0,0,0,4-Jun-20,06/04/20,"Eggs palped, 10 eggs",
Goessling,1,43993,2020,11-Jun-20,06/11/20,Conecuh National Forest,226,226,43-162899,N,220,,31.15947912,-86.55463405,R,old,,F,F,F,4950,,,,,,,,,Y,,,,,,,,,,,,,,,,"Nested, likely today; hand grabbed 2ft below entrance; blood sample for prolactia",
Goessling,1,41439,2013,14-Jun-13,20130614,Conecuh National Forest,227,227,,,229,,31.158915,-86.554596,N,18,,F,F,F,3241.8,26.2,,206,110,23.9,27.6,,4,Y,,352,NA,Y,Y,60-65,48.8,,,,,,,11-Jun-13,20130611,BU15,
Goessling,1,43992,2020,10-Jun-20,06/10/20,Conecuh National Forest,227,227,43-181310,Y,748,,31.158681,-86.554176,R,>17,,F,F,F,3824.7,27.0,27.0,42,110,28.2,27.0,24.4,4,Y,,65s,11:30,,,JG Phone,,0,0,0,0,0,Mild erosion,4-Jun-20,06/04/20,"4 eggs, X-ray",
Goessling,1,41439,2013,14-Jun-13,20130614,Conecuh National Forest,228,228,,,768,,31.158854,-86.554232,N,8,8,J,J,J,449.1,13.6,,107,61,12.2,14.1,,0,Y,,312,NA,Y,Y,66-70,57.8,,,,,,,13-Jun-13,20130613,BU23,
Goessling,1,41440,2013,15-Jun-13,20130615,Conecuh National Forest,229,229,,,770,,31.159669,-86.554449,N,21,,F,F,F,2829.9,25.1,,188,104,23.4,26.7,,3,Y,,147,NA,Y,Y,91-97,66.8,,,,,,,13-Jun-13,20130613,BU25,
Goessling,1,41441,2013,16-Jun-13,20130616,Conecuh National Forest,229,229,,,218,,31.15958403,-86.55441938,R,21,,F,F,F,2735.5,25.3,,187,105,23.4,26.6,,5,Y,,280,NA,N,N,125-131,29.3,,,,,,,13-Jun-13,20130613,BU24,
Goessling,1,41440,2013,15-Jun-13,20130615,Conecuh National Forest,230,230,,,221,,31.159231,-86.555658,N,22,,F,F,F,3293,27.4,,212,116,22.2,28.1,,6,Y,,113,NA,Y,Y,99-104,77.8,,,,,,,14-Jun-13,20130614,BU27,
Goessling,1,42944,2016,28-Jul-17,7282016,Conecuh National Forest,230,230,,,205,,31.15973896,-86.55491230,R,25,,F,F,F,3220.1,27.3,,212,116,26.3,25.3,28.2,6,y,udb,150,1130,n,n,1595-1598,,0,0,0,0,0,mild erosion,25-Jul-16,725201,"stressed in trap; hole in middle of plastron, carapace indented",
Francesca,1,43899,2020,9-Mar-20,43899,Conecuh National Forest,230,230,,,733,,31.15876491,-86.55460507,R,,,F,F,F,,,,,,,,,,,,,,,,google drive,,,,,,,,NA,NA,Camera trapped by Francesca Erickson during surveys for Indigo Snakes,
Goessling,1,41442,2013,17-Jun-13,20130617,Conecuh National Forest,231,231,,,734,,31.158694,-86.554477,N,2,2,J,J,J,55.7,6.4,,53,33,5.6,6.5,,0,N,,,NA,N,N,142-147,,,,,,,,13-Jun-13,20130613,BU21,
Goessling,1,41442,2013,17-Jun-13,20130617,Conecuh National Forest,232,232,,,737,,31.15903000,-86.55374000,N,23,,M,M,M,3010,25.7,,200,11,24.0,27,,15,Y,,170,NA,Y,Y,135-141,7.1,,,,,,,10-Jun-13,20130610,BU04,
Goessling,1,42578,2016,27-Jul-16,727216,Conecuh National Forest,232,232,,,753,,31.158705,-86.553572,R,>25,,M,M,M,3117,25.9,,200,110,25.9,24.1,27.4,15,y clean brach,n,165,afternoon,n,n,1577-1579,,0,0,0,0,0,,25-Jul-16,725216,,
Goessling,1,43326,2018,14-Aug-18,8142018,Conecuh National Forest,232,232,43-162877,Y,202,,31.15834,-86.55483,R,old,,M,M,M,3190,26.0,25.5,220,109,26.0,24.1,27.4,13,Y,DB,180,1000,no,,JG phone,,0,0,0,0,0,N,13-Aug-18,8132018,R FOREARM HEALING INJURY,
Goessling,1,43987,2020,5-Jun-20,06/05/20,Conecuh National Forest,232,232,43-162877,N,349,,31.15944,-86.555,R,old,,M,M,M,3296.1,25.9,25.5,202,114,24.9,24.2,27.4,17,Y,,175s,15:30,,,JG Phone,,0,0,0,0,0,Moderate erosion,4-Jun-20,06/04/20,Stressed/foamy,
Goessling,1,41451,2013,26-Jun-13,20130626,Conecuh National Forest,233,233,,,BU37,,NA,NA,N,1,1,J,J,J,43.7,6.0,,50,30,5.6,6,,0,?,,240,NA,N,N,175-183,na,,,,,,,25-Jun-13,20130625,BU37,Coordinates missing
Goessling,1,41451,2013,26-Jun-13,20130626,Conecuh National Forest,234,234,,,BU38,,NA,NA,N,4,4,F,JF,J,192.3,9.7,,83,50,9.0,10,,0,N,,,NA,N,Y,186-193,,,,,,,,25-Jun-13,20130625,BU38,Coordinates missing
Goessling,1,42578,2016,27-Jul-16,7272016,Conecuh National Forest,234,234,,,761,,31.15914344,-86.55588281,R,8,8,F,JF,J,502.3,13.8,,113,63,13.7,12.5,13.8,0,y s.c.,n,110,afternoon,n,n,1580-1583,,0,0,0,0,0,,25-Jul-16,7252016,"maybe filed at ""70"" (3rd rear right marginal)",
Goessling,1,41451,2013,26-Jun-13,20130626,Conecuh National Forest,235,235,,,BU36,,NA,NA,N,1,1,J,J,J,43.4,6.1,,51,30,5.7,6.2,,0,Y,,300,NA,N,N,194-201,7.1,,,,,,,25-Jun-13,20130625,BU36,Coordinates missing
Goessling,1,41452,2013,27-Jun-13,20130627,Conecuh National Forest,236,236,,,BU38,,NA,NA,N,27?,,M,M,M,2526.6,23.7,,182,100,22.0,25.3,,13,Y,,113,NA,Y,Y,209-214,77.6,,,,,,,24-Jun-13,20130624,BU38,Coordinates missing
Goessling,1,43027,2017,19-Oct-17,10192017,Conecuh National Forest,236,236,,,789,,31.15853,-86.55280,R,old,,M,M,M,2641,24.0,,180,104,23.7,22,25.4,13,Y,DB,80,15:04,N,N,2067-2072,,0,0,0,0,0,MILD ASYMM,16-Oct-17,10162017,,
Goessling,1.1,43333,2018,21-Aug-18,82102018,Conecuh National Forest,236,236,43-162908,Y,707,,31.15962,-86.55679,R,old,,M,M,M,2747,24.1,24.0,183,104,23.7,22,25.5,12,Y,N,180,1120,no,no,JG phone,,0,0,,0,0,N,19-Aug-18,8192018,,
Goessling,1.1,43995,2020,13-Jun-20,06/13/20,Conecuh National Forest,236,236,43-162908,N,122,,31.15895649,-86.55673208,R,old,,M,M,M,2762,24.0,24.0,180,108,23.6,22.1,25.4,11,Y,,180s,15:35,,,JG Phone,,1,0,0,0,0,Mild erosion,12-Jun-20,06/12/20,Nares: clear drain,
Goessling,1,41453,2013,28-Jun-13,20130628,Conecuh National Forest,237,237,,,BU32,,NA,NA,N,9,9,M,JM,J,640.1,14.5,,112,67,12.9,14.9,,2,Y,,133,NA,Y,Y,215-221,52.5,,,,,,,24-Jun-13,20130624,,Coordinates missing
Goessling,1,42944,2016,28-Jul-17,7282016,Conecuh National Forest,237,237,,,777,,31.15841,-86.55264,R,10,10,M,JM,J,965,17.1,,130,78,16.7,14.9,17.5,6,y very clean s.c.,n,320,,n,n,1588-1591,,1,0,0,0,0,,25-Jul-16,7252016,R nasal drip,
Goessling,1,41453,2013,28-Jun-13,20130628,Conecuh National Forest,238,238,,,BU42,,NA,NA,N,15,,F,JF,J,1922.1,20.0,,163,88,21.8,22.9,,3,Y,,180/720,NA,Y,Y,228-232,40.33-1; 74.0-2,,,,,,,26-Jun-13,20130626,,Coordinates missing
Goessling,1,41454,2013,29-Jun-13,20130629,Conecuh National Forest,239,239,,,BU41,,NA,NA,N,1,1,J,J,J,44,6.1,,50,30,5.7,6.1,,0,Y,,USE ONLY FOR IONS,NA,N,N,232-237,na,,,,,,,26-Jun-13,20130626,,Coordinates missing
Goessling,1,42535,2016,14-Jun-16,6142016,Conecuh National Forest,267,267,,,219,,31.15964,-86.55422,N,5,5,J,J,J,275.4,11.4,,90,55,11.2,10.6,11.5,0,y s.c.,ub,105.00,,n,n,1429-1432,,0,0,0,0,0,,14-Jun-16,6132016,,
Goessling,1,42535,2016,14-Jun-16,6142016,Conecuh National Forest,268,268,,,287,,31.15821000,-86.55183000,N,old,,F,F,F,4055,28.1,,220,107,27.3,25.5,29.4,5,y,n,191.00,,n,n,1433-1436,,0,0,0,0,0,,14-Jun-16,6132016,foamy/stressed,
Goessling,1,42578,2016,27-Jul-16,7272016,Conecuh National Forest,268,268,,,796,,31.15837770,-86.55308656,R,old,,F,F,F,3889,,,,,,,,,n,ub,,,,,,,0,0,0,0,0,,25-Jul-16,7252016,"stressed, recent recap, no blood",
Goessling,1,42578,2016,27-Jul-16,7272016,Conecuh National Forest,291,291,,,16.19,,31.15916,-86.55399,N,3/4,,J,J,J,81.1,7.5,,64,36,7.2,7,7.5,0,y s.c.,ub,50,morning 11am,n,n,1571-1574,,0,0,0,0,0,,25-Jul-16,7252016,,
Goessling,1.1,42579,2016,28-Jul-16,7282016,Conecuh National Forest,293,293,,,np16-24,,31.15649,-86.55263,N,5/6,5,J,J,J,245.7,10.9,,88,54,11.0,10.3,11.3,1,y s.c.,ub,105,,n,n,1584-1587,,0,0,0,0,0,,25-Jul-16,7252016,,
Goessling,1.1,43027,2017,19-Oct-17,10192017,Conecuh National Forest,293,293,,,NP-16-24,,31.15649,-86.55263,R,6,6,J,J,J,346,12.0,,95,56,12.0,11,12.3,0,Y,N,70,14:45,N,N,2061-2066,,0,0,0,0,0,MILD EROSION R NARIS,16-Oct-17,10162017,,
Goessling,1.1,43327,2018,15-Aug-18,8152018,Conecuh National Forest,293,293,43-162900,Y,798,,31.15649,-86.55263,R,7,7,J,J,J,438,13.0,12.9,100,60,13.0,12,13.3,0,Y,N,71,1416,no,no,JG phone,,0,0,0,0,0,MOD EROSION R NARIS,13-Aug-18,8132018,INFLAMMED BUMP ON SKULL BETWEEN EYES,
Goessling,1,42579,2016,28-Jul-16,7282016,Conecuh National Forest,294,294,,,222,,31.15899506,-86.55590924,N,old,,F,F,F,3003.8,24.7,,193,109,24.6,22,25.5,3,y very clean brach,n,720,noon,n,n,1599-1602,,0,0,0,0,0,,25-Jul-16,7252016,"maybe old drill mark at ""20""",
Goessling,1,43335,2018,23-Aug-18,8232018,Conecuh National Forest,294,294,43-162945,Y,222,,31.15899506,-86.55590924,R,old,,F,F,F,3069,24.8,24.1,195,118,24.4,22.2,25.6,5,Y,N,150,1517,no,no,JG phone,,0,0,0,0,0,MILD ASYMM,19-Aug-18,8192018,FONTANELLE ON PLASTRON,"old coords: 31.159067	-86.555877"
Goessling,1.1,43996,2020,14-Jun-20,06/14/20,Conecuh National Forest,294,294,43-162945,N,123,,31.15916,-86.55682,R,old,,F,F,F,3285,24.9,24.8,198,110,24.4,22.2,25.7,3,Y,,165s,10:55,,,JG Phone,,0,0,0,0,0,Mild erosion/asymm.,11-Jun-20,06/11/20,None,
Goessling,1,42580,2016,29-Jul-16,7292016,Conecuh National Forest,295,295,,,227,,31.16021299,-86.55488197,N,>17,,M,M,M,2325,23.4,,179,103,23.9,22.9,25.4,14,y s.c.,udb,290,,n,n,1603-1606,,0,0,0,0,0,,26-Jul-16,7262016,foamy in trap,
Goessling,1,43334,2018,22-Aug-18,8222018,Conecuh National Forest,295,295,43-162862,Y,211,,31.15923,-86.55566,R,old,,M,M,M,2544,23.4,23.0,184,99,24.1,22.1,29.5,12,Y,N,65,1505,no,no,JG phone,,0,0,0,0,0,MOD ASYM,19-Aug-18,8192018,,211 (WAYPT NP16-13; BU27)
Goessling,1,43991,2020,9-Jun-20,06/09/20,Conecuh National Forest,295,295,43-162862,N,205,,31.15973896,-86.55491230,R,>18,,M,M,M,,23.5,23.3,186,102,24.1,21.8,25.7,16,Y,,200s,12:00,,,JG Phone,,0,0,0,0,0,Moderate asymm.,4-Jun-20,06/04/20,None,
Goessling,1.1,43995,2020,13-Jun-20,06/13/20,Conecuh National Forest,295,291,43-162862,N,357,,31.15914,-86.55712,R,>16,,M,M,M,2472,23.5,23.2,184,98,24.0,22.2,25.6,12,Y,,590s,11:30,,,JG Phone,,0,0,0,0,0,Moderate asymm.,11-Jun-20,06/11/20,Foamy,
Goessling,1,43028,2017,20-Oct-17,10202017,Conecuh National Forest,312,312,,,NA,,31.15902,-86.55466,N,0,0,J,J,J,32,5.0,,45,25,5.0,4.8,5.2,0,Y,N,28 MIN,12:25,N,N,2079-2081,,0,0,0,0,0,NONE,NA,NA,Hand-captured; found out walking,
Goessling,1,43028,2017,20-Oct-17,10202017,Conecuh National Forest,313,313,,,203,,31.160084,-86.55528,N,18/19,,M,M,M,2708,24.0,,189,105,23.7,21.8,25.3,13,Y,N,13 MIN,12:30,N,N,2073-2078,,0,0,0,0,0,NONE,16-Oct-17,10162017,,
Goessling,1,43337,2018,25-Aug-18,8252018,Conecuh National Forest,313,313,43-162843,Y,349,,31.15944,-86.555,R,old,,M,M,M,2715,24.0,23.7,186,104,23.6,21.8,25.0,13,Y,N,105,1043,no,no,JG phone,,0,0,0,0,0,MILD EROSION,20-Aug-18,820018,SMALL FONTANELLE ON PLASTRON,
Goessling,1,43326,2018,14-Aug-18,8142018,Conecuh National Forest,323,323,43-162914,Y,774,,31.15853,-86.55291,N,1,1,J,J,J,63,6.8,6.7,57,32,6.7,6.5,7.0,,Y,N,180,1400,no,no,JG phone,,0,0,0,0,0,N,13-Aug-18,8132018,,222 (WAYPT NP16-14; BU29)
Goessling,1.1,43338,2018,26-Aug-18,8262018,Conecuh National Forest,335,335,43-162944,Y,214,,31.15892,-86.55669,N,old,,M,M,M,2433,22.5,22.4,170,101,21.6,20.4,23.7,10,Y,DB,280,1020,no,no,JG phone,,0,0,0,0,0,MILD EROSION,19-Aug-18,8192018,MILD DYSKER; CROOKED/POTENTIALLY REGROWING FRONT L CLAW(S),VERY OLD
Goessling,1,43988,2020,6-Jun-20,06/06/20,Conecuh National Forest,360,360,43-182682,Y,345,,31.15843,-86.55418,N,4,,J,J,J,235.2,10.3,10.0,87,46,10.1,9.3,10.2,0,Y,,70s,14:51,,,JG Phone,,0,0,0,0,0,0,5-Jun-20,06/05/20,None,
Goessling,1,43990,2020,8-Jun-20,06/08/20,Conecuh National Forest,362,362,43-182729,Y,352,,31.15897,-86.55631,N,<1,,J,J,J,79.6,7.2,7.0,60,33,7.1,7.0,7.3,0,Y,,325s,Not Recorded,,,JG Phone,,0,0,0,0,0,Moderate asymm.,6-Jun-20,06/06/20,None,
Goessling,1,43993,2020,11-Jun-20,06/11/20,Conecuh National Forest,367,367,43-181383,Y,222,,31.15899506,-86.55590924,N,>24,,M,M,M,2550,23.7,23.7,182,99,21.5,24.2,25.5,9,Y,,80s,11:30,,,JG Phone,,0,0,0,0,0,Mild erosion,6-Jun-20,06/06/20,None,
Goessling,1,43995,2020,13-Jun-20,06/13/20,Conecuh National Forest,369,369,43-181378,Y,331,,31.15805460,-86.55248135,N,>15,,M,M,M,2166,22.0,22.0,170,101,21.3,19.6,23,9,Y,,150s,15:00,,,JG Phone,,0,0,0,0,0,0,11-Jun-20,06/11/20,None,
